619.000000	154.000000	0.000000
633.000000	69.000000	0.000000
644.000000	39.000000	0.000000
646.000000	43.000000	0.000000
646.000000	41.000000	0.000000
646.000000	44.000000	0.000000
646.000000	153.000000	0.000000
646.000000	163.000000	0.000000
646.000000	40.000000	0.000000
646.000000	42.000000	0.000000
651.000000	13.000000	0.000000
653.000000	12.000000	0.000000
679.000000	161.000000	0.000000
680.000000	162.000000	0.000000
1222.000000	124.000000	1.000000
1247.000000	120.000000	1.000000
1256.000000	96.000000	1.000000
1257.000000	95.000000	1.000000
1268.000000	71.000000	1.000000
2157.000000	57.000000	2.000000
2158.000000	7.000000	2.000000
2159.000000	9.000000	2.000000
2162.000000	8.000000	2.000000
2188.000000	155.000000	2.000000
2209.000000	157.000000	2.000000
2211.000000	156.000000	2.000000
4227.000000	111.000000	3.000000
4231.000000	186.000000	3.000000
4232.000000	94.000000	3.000000
4235.000000	69.000000	3.000000
4235.000000	125.000000	3.000000
4242.000000	72.000000	3.000000
4264.000000	8.000000	3.000000
4274.000000	18.000000	3.000000
4275.000000	5.000000	3.000000
4282.000000	4.000000	3.000000
4287.000000	2.000000	3.000000
4287.000000	3.000000	3.000000
4295.000000	157.000000	3.000000
4295.000000	156.000000	3.000000
6877.000000	8.000000	4.000000
6884.000000	153.000000	4.000000
6888.000000	154.000000	4.000000
6897.000000	155.000000	4.000000
6902.000000	1.000000	4.000000
6915.000000	157.000000	4.000000
6916.000000	156.000000	4.000000
10001.000000	72.000000	5.000000
10005.000000	7.000000	5.000000
10005.000000	8.000000	5.000000
11046.000000	9.000000	6.000000
11048.000000	8.000000	6.000000
14701.000000	7.000000	7.000000
14705.000000	70.000000	7.000000
14716.000000	71.000000	7.000000
14717.000000	72.000000	7.000000
14728.000000	21.000000	7.000000
14730.000000	69.000000	7.000000
14738.000000	44.000000	7.000000
14738.000000	43.000000	7.000000
14739.000000	94.000000	7.000000
14739.000000	41.000000	7.000000
14739.000000	42.000000	7.000000
14743.000000	186.000000	7.000000
19302.000000	69.000000	8.000000
19310.000000	43.000000	8.000000
19311.000000	44.000000	8.000000
19311.000000	40.000000	8.000000
19311.000000	42.000000	8.000000
19311.000000	41.000000	8.000000
19866.000000	94.000000	9.000000
19879.000000	124.000000	9.000000
19889.000000	71.000000	9.000000
23759.000000	4.000000	10.000000
23848.000000	57.000000	10.000000
23856.000000	17.000000	10.000000
23856.000000	71.000000	10.000000
23856.000000	72.000000	10.000000
23876.000000	20.000000	10.000000
23876.000000	18.000000	10.000000
23876.000000	19.000000	10.000000
23877.000000	21.000000	10.000000
23879.000000	38.000000	10.000000
23879.000000	110.000000	10.000000
23880.000000	94.000000	10.000000
23881.000000	9.000000	10.000000
23881.000000	93.000000	10.000000
23884.000000	155.000000	10.000000
23885.000000	127.000000	10.000000
23886.000000	128.000000	10.000000
23886.000000	126.000000	10.000000
23888.000000	36.000000	10.000000
23888.000000	39.000000	10.000000
23889.000000	127.000000	10.000000
23892.000000	0.000000	10.000000
23900.000000	153.000000	10.000000
23902.000000	37.000000	10.000000
23907.000000	157.000000	10.000000
23907.000000	35.000000	10.000000
23908.000000	156.000000	10.000000
23909.000000	4.000000	10.000000
23910.000000	3.000000	10.000000
23912.000000	2.000000	10.000000
23916.000000	1.000000	10.000000
23989.000000	136.000000	10.000000
23995.000000	147.000000	10.000000
24002.000000	72.000000	10.000000
24009.000000	124.000000	10.000000
24011.000000	109.000000	10.000000
24012.000000	119.000000	10.000000
24013.000000	109.000000	10.000000
24014.000000	124.000000	10.000000
24016.000000	126.000000	10.000000
24017.000000	125.000000	10.000000
24019.000000	94.000000	10.000000
24025.000000	120.000000	10.000000
24036.000000	95.000000	10.000000
24038.000000	117.000000	10.000000
24039.000000	96.000000	10.000000
24039.000000	85.000000	10.000000
24040.000000	97.000000	10.000000
24040.000000	83.000000	10.000000
24040.000000	118.000000	10.000000
24040.000000	84.000000	10.000000
24041.000000	98.000000	10.000000
27246.000000	94.000000	11.000000
27262.000000	126.000000	11.000000
27263.000000	125.000000	11.000000
27265.000000	124.000000	11.000000
27293.000000	86.000000	11.000000
27307.000000	96.000000	11.000000
